Id	Confirmed At	Confirmation Sent At	Unconfirmed Email	Role	Nick Name	Image Uid	Temple	Is Female	Birth Year	Prefecture Code	Created At	Updated At	Likes Count	Answers Count	Email Receivable	Position	Profile	Twitter Name	Blog Url	Introduction	Profile Title	Last Answered At	Premium Expire On	Problem	Prefecture Acl Code	Profile Acl Code	Problem Acl Code	Is Resigned	Mail Daily	Mail Frequency
30479	2017-01-24 22:18:03 +0900	2017-01-24 22:17:54 +0900			アダヲ			FALSE	1988	13	2017-01-24 22:17:54 +0900	2017-01-24 22:18:30 +0900	0	0	FALSE							1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30478	2017-01-24 21:52:14 +0900	2017-01-24 21:51:43 +0900			みのり			TRUE	1996	22	2017-01-24 21:51:43 +0900	2017-01-24 21:55:16 +0900	0	0	TRUE		大学生、二の足を踏むタイプ					1970-01-01 00:00:00 +0900			1	0	0	FALSE	TRUE	daily
30477	2017-01-24 21:29:18 +0900	2017-01-24 21:28:26 +0900			ゆん			TRUE	1985	20	2017-01-24 21:28:26 +0900	2017-01-24 21:32:08 +0900	0	0	TRUE		"2015年1月入籍
主人と二人暮らし
"					1970-01-01 00:00:00 +0900		他人の妊娠出産に嫉妬してしまう	0	0	0	FALSE	TRUE	daily
30476	2017-01-24 20:09:29 +0900	2017-01-24 20:09:14 +0900			Happy			TRUE	1974	23	2017-01-24 20:09:14 +0900	2017-01-25 20:17:06 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1	0	0	FALSE	TRUE	daily
30475	2017-01-24 17:27:13 +0900			user	辰巳			TRUE	1989	14	2017-01-24 17:27:13 +0900	2017-01-30 10:21:50 +0900	0	0	TRUE		"職業 自由業
喜怒哀楽の激しい、短絡的な性格。極めて業が深いが、オカルト好きでも無い。
龍人、半人半陀、魔眼などは言われます。

金属や電化製品も壊れたり曲がる普通では割とあり得ない事、掌に何か見えない物を出し、体積を変え膨張と視覚的にも変化させる力だとか超常現象が絶えず、怖くは無いもの不可思議な物を出来るなら知らせて見たく思う反面人が次々と自殺や他殺で亡くし、年明けに確執を20年近く引きずってだはずの母に私から「なるだけ早く高野山にいかなきゃ死んじゃうから」と連絡先を聞いてまで話した程で、しかし遅かったのか同月1月18日、母が自殺していたと連絡が来ました。つづく"					1970-01-01 00:00:00 +0900		"『片腕の無い坊さんに睨まれてる』そう言った母は自殺し密葬で送りました。話の中に左腕が無い座禅を組み右手に法力？杖を持つ人を見ました。
自分も三月には死ぬ。病気でも無い様です"	0	0	1	FALSE	TRUE	daily
30474	2017-01-24 17:03:31 +0900	2017-01-24 17:02:15 +0900			巻きウサギ			TRUE	1988	30	2017-01-24 17:02:15 +0900	2017-10-16 13:56:37 +0900	0	0	TRUE		"専業主婦で、義理の母と父、義理の母方の祖母、夫、娘、と暮らしています
正義感は強く、頑固なとこるろはありますが、素直でもあります。
実の母から劣等感を与えれられ、そのため人間不信に陥り、長年苦しみました。いい加減この苦しみから解放されたい。"					1970-01-01 00:00:00 +0900		自分が傷ついて甘えてきたことを私には許さない。こんな人を母とはいえ許し続けなければいけないでしょうか？	1	0	1	FALSE	TRUE	daily
30473	2017-01-24 20:20:23 +0900	2017-01-24 16:41:36 +0900			かーちゃ			TRUE	1969	28	2017-01-24 16:41:36 +0900	2017-01-24 20:34:12 +0900	0	0	TRUE		海外から出戻り、職を転々としています。中学生になる息子と二人暮らしです。					1970-01-01 00:00:00 +0900		どこの職場へ行っても失敗ばかりして、長く続けることができません。母子家庭なのでしっかりしなければならないのに。情けないです。	0	0	0	FALSE	TRUE	daily
30472	2017-01-24 16:06:31 +0900	2017-01-24 16:06:02 +0900			樹4817			FALSE			2017-01-24 16:06:02 +0900	2017-01-24 16:06:31 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30471		2017-01-24 16:03:13 +0900			樹4817			FALSE			2017-01-24 16:03:13 +0900	2017-01-24 16:03:13 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30469	2017-01-24 16:05:45 +0900	2017-01-24 16:02:56 +0900			九條			TRUE	1991	27	2017-01-24 16:02:56 +0900	2017-01-24 16:55:28 +0900	0	0	TRUE		"家族構成は父、母、妹、弟で私は1番上です。
自己肯定感が低く、小心者です。相手への不満や本当に言いたいことなどを心の奥に押し込めて、溜め込みがちな所があります。
"					1970-01-01 00:00:00 +0900		"毎日こつこつ、とか、努力や忍耐といったことに極端な苦手意識がある。自分をいつも甘やかしてしまい、楽な方へとばかり流れてしまう。
特に親から褒められたい、構われたいと思ってしまう。"	0	0	1	FALSE	TRUE	daily
30468	2017-01-24 14:58:21 +0900	2017-01-24 14:57:51 +0900			ともせ			TRUE	1968	7	2017-01-24 14:57:51 +0900	2017-01-24 15:25:18 +0900	0	0	TRUE		"現在専業主婦。５年勤めたパートを退職したばかり。
家族は夫、子供２人、夫の両親（別棟）。
性格は真面目だけど面倒くさがり、内向的、空気が読めない、がんばり屋、人付き合いが苦手。
実家は両親の仲が悪く、祖母が過干渉。長女。だか大事に育ててもらったと思う。嫁ぎ先は舅、姑、夫とも穏やか、真面目。姑は長くうつを患っている。"					1970-01-01 00:00:00 +0900		"人によく思われたい。
人の目が気になる。"	0	0	1	FALSE	TRUE	daily
30467	2017-01-24 14:42:42 +0900	2017-01-24 14:42:26 +0900			er			TRUE	1983	23	2017-01-24 14:42:26 +0900	2017-01-24 17:07:24 +0900	0	0	TRUE		"子供の名前
詠茉"					1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30466	2017-01-24 14:07:30 +0900	2017-01-24 14:07:12 +0900			moriatsu			TRUE	1970	26	2017-01-24 14:07:12 +0900	2017-01-26 21:52:26 +0900	0	0	TRUE		"４６歳の京都在住の専業主婦です。
７歳の息子がいます。
現在、"					1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30465		2017-01-24 13:01:00 +0900			moriatsu			TRUE			2017-01-24 13:01:00 +0900	2017-01-24 13:01:00 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30464	2017-01-24 12:50:18 +0900			user	かお			TRUE	1993	14	2017-01-24 12:50:18 +0900	2017-01-24 12:55:01 +0900	0	0	FALSE		"デンマーク留学を考えており、今は勉強中ですが、結婚もしたいなと考えております。
"					1970-01-01 00:00:00 +0900		"恋愛が下手でいつも自分の心配や不安が暴走してしまい、どんなに愛してくれる人でもみんな去ってしまいます。
いつかこんな自分が成長して、きちんと恋愛を長続きできるようになりたいと思っております。
"	0	0	0	FALSE	TRUE	daily
30463	2017-01-24 11:17:58 +0900	2017-01-24 11:17:43 +0900			リン			TRUE	1996	44	2017-01-24 11:17:43 +0900	2017-01-24 11:18:38 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30462	2017-01-24 10:44:35 +0900			user	lust			TRUE	1963	21	2017-01-24 10:44:35 +0900	2017-01-24 10:45:49 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30460	2017-01-24 01:37:25 +0900	2017-01-24 01:37:02 +0900			サキ			TRUE	1983	13	2017-01-24 01:37:02 +0900	2017-02-16 00:41:24 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1	0	1	FALSE	TRUE	daily
30459	2017-01-24 00:49:22 +0900	2017-01-24 00:49:07 +0900			まっきー			FALSE			2017-01-24 00:49:07 +0900	2017-01-24 00:49:22 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30458	2017-01-24 00:05:49 +0900	2017-01-24 00:05:11 +0900			子鹿			TRUE	1997	11	2017-01-24 00:05:11 +0900	2017-09-13 04:22:07 +0900	0	0	TRUE		" 女子大学生です。4人家族で両親も姉も妹の私を気にかけてくれており、非常に恵まれていると思います。 
 性格は、社交的で明るいと友人に言ってもらえることが多いです。自分としては、物事を1か0かで考えやすく、区切りをつけることがとても下手くそだと感じています。 
 "					1970-01-01 00:00:00 +0900		プライドが非常に高く、ナルシストな部分が人よりあるように思います。しかし、プライドに見合った実力が無いので、とても嫉妬深いかもしれません。	0	0	0	FALSE	TRUE	daily
30456	2017-01-23 23:28:58 +0900	2017-01-23 23:27:23 +0900			めめこ			TRUE	1995	8	2017-01-23 23:27:23 +0900	2017-01-24 10:35:55 +0900	0	0	TRUE		"現在大学生で独り暮らしです。
将来は仕事も頑張りながら結婚もして幸せな人生を歩みたいです。"					1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30455	2017-01-23 23:20:36 +0900	2017-01-23 23:19:31 +0900			なぁぁぁぁぁぁぁ			TRUE	1996	10	2017-01-23 23:19:31 +0900	2017-01-23 23:24:50 +0900	0	0	TRUE		"職業
?パート
家族
?娘が1人

娘と2人でたのしく
毎日笑いながら
暮らしたい。"					1970-01-01 00:00:00 +0900		"いまのかれしと
一緒にいてもいいのか
わからない。

幸せになれなるのかすら
わからない。
お先にがまったくみえない"	1	0	1	FALSE	TRUE	daily
30453	2017-01-23 22:04:16 +0900	2017-01-23 22:03:47 +0900			じむにー			TRUE			2017-01-23 22:03:47 +0900	2017-01-23 22:04:16 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30452	2017-01-23 21:50:47 +0900			user	バイク乗りの猫			TRUE	1983	33	2017-01-23 21:50:47 +0900	2017-01-24 12:16:14 +0900	0	0	TRUE		"お忙しい中観覧して頂きまして、
誠にありがとうございます。

今はアルバイトで某大手飲食店で
接客・宅配サービス・事務補助など行っています。

独身です。

性格は
褒めて欲しいから人間観察して先回りすることを心掛けてます。
待ち合わせ時間にはきっちり行く真面目な所もあります。
まっすぐ走る為に頑固な所もあります。
ただビビりな所もあるため、人間関係は慎重な姿勢を取っています。

こんな人ですがよろしくお願いいたします。"					1970-01-01 00:00:00 +0900		"・人間関係
・人生の送りかた
・物欲や知識欲
・真面目な為に曲がったことが苦手"	0	1	1	FALSE	TRUE	daily
30451	2017-01-23 21:23:04 +0900	2017-01-23 21:22:36 +0900			二葉亭猫萩			FALSE	1988	8	2017-01-23 21:22:36 +0900	2017-01-23 21:41:05 +0900	0	0	TRUE		"職業、介護士。
家族は母と二人暮らし。
中々、人に意見することもできないし、中々、自分の考えを言えない性格です。"					1970-01-01 00:00:00 +0900			1	0	1	FALSE	TRUE	daily
30450		2017-01-23 21:18:15 +0900			そらら			TRUE			2017-01-23 21:18:15 +0900	2017-01-23 21:18:15 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30448	2017-01-23 21:08:33 +0900	2017-01-23 21:08:11 +0900			ノア			TRUE	1969	20	2017-01-23 21:08:11 +0900	2017-01-23 21:09:55 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1	1	1	FALSE	TRUE	daily
30444	2017-01-23 19:44:00 +0900	2017-01-23 19:43:24 +0900			みぃ			TRUE	1978	14	2017-01-23 19:43:24 +0900	2017-01-24 13:23:54 +0900	0	0	FALSE							1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30443		2017-01-23 19:21:25 +0900			だんさん			TRUE			2017-01-23 19:21:25 +0900	2017-01-23 19:21:25 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30441		2017-01-23 19:09:34 +0900			だんさん			TRUE			2017-01-23 19:09:34 +0900	2017-01-23 19:09:34 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30440	2017-01-23 18:58:00 +0900	2017-01-23 18:57:40 +0900			なりたか			TRUE	1972	16	2017-01-23 18:57:40 +0900	2017-01-23 19:05:43 +0900	0	0	TRUE		４４歳独身。ひとりで生きるのがつらい。					1970-01-01 00:00:00 +0900		"怒り、嫉妬、ライバル心。
自信を持つ人に魅かれ、同時に嫉妬する、ヘンなループにときどきはまる。"	0	0	0	FALSE	TRUE	daily
30439	2017-01-23 17:40:19 +0900			user	名前未設定			FALSE			2017-01-23 17:40:19 +0900	2017-01-23 17:40:19 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30438	2017-01-23 14:08:36 +0900	2017-01-23 14:08:03 +0900			パン			TRUE	1988	6	2017-01-23 14:08:03 +0900	2017-01-23 14:53:49 +0900	0	0	TRUE		"結婚5年目　夫(長男)と娘の３人家族
私は頑固、白黒ハッキリさせたい性格








"					1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30437	2017-01-23 13:53:51 +0900	2017-01-23 13:53:38 +0900			深海魚			TRUE	1992	3	2017-01-23 13:53:38 +0900	2017-01-23 13:55:23 +0900	0	0	TRUE		"歯科衛生士
落ち込みやすくて、明るいときとの差がある。
気にしすぎる。"					1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30436	2017-01-23 13:42:59 +0900	2017-01-23 13:41:19 +0900			Isabela			TRUE	1967	99	2017-01-23 13:41:19 +0900	2017-01-23 13:46:05 +0900	0	0	TRUE		病気がちなので健康管理にはとても気を付けています。病気でも心は強くしていたいです。					1970-01-01 00:00:00 +0900		孤独になることが怖い	0	0	0	FALSE	TRUE	daily
30435	2017-01-23 13:34:07 +0900	2017-01-23 13:33:53 +0900			azuazu			TRUE	1989	27	2017-01-23 13:33:53 +0900	2017-01-23 13:34:33 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30434	2017-01-23 12:32:38 +0900	2017-01-23 12:32:14 +0900			りゅう			FALSE	1969	40	2017-01-23 12:32:14 +0900	2017-01-24 14:31:20 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30433	2017-01-23 11:03:10 +0900	2017-01-23 11:02:40 +0900			フラン			TRUE	1986	99	2017-01-23 11:02:40 +0900	2017-02-20 00:04:05 +0900	0	0	TRUE		主婦です。夫と犬と2016年6月より、海外で暮らしています。					1970-01-01 00:00:00 +0900		楽をしたい。	0	0	1	FALSE	TRUE	daily
30432	2017-07-31 13:23:16 +0900	2017-07-31 13:10:02 +0900			ひよこ			TRUE	1981	22	2017-01-23 03:01:50 +0900	2017-07-31 13:23:22 +0900	0	0	TRUE		"夫の実家に住んでいます。
義祖母、義父、義母、子どもたち(６歳と４歳)がおります。

この春、夫が統合失調症と診断されました。
夫に病識はありませんが、なんとか薬は飲んでくれて、幻覚・幻聴はなくなったようです。
今、夫は無職の状態です。義父母が小さいながらも会社を経営しており、私がそこで働かせてもらって、なんとかなっています。

子どもたちも小さく、この先のことが不安です。

義父母が子育ても夫の治療も協力してくれており、それはとても心強いです。"					1970-01-01 00:00:00 +0900		"先のことを考えると、とても不安になってしまうこと。
自分の存在価値が分からなくなることがあること。
子どもたちにとっての幸せは何だろうかと思うと苦しくなります。"	0	0	0	TRUE	TRUE	daily
30431	2017-01-23 02:30:45 +0900			user	ちとせ			TRUE	1987	27	2017-01-23 02:30:45 +0900	2017-01-23 02:36:23 +0900	0	0	TRUE		"配偶者あり、子なし。
主人が現在単身赴任。
塾講師、主に小中学生を担当。
基本的にポジティブだが気が弱い。
要領のよい人間になりたい。"					1970-01-01 00:00:00 +0900		職場の人間関係、主人との状況	0	0	1	FALSE	TRUE	daily
30430	2017-01-22 22:40:15 +0900	2017-01-22 22:39:58 +0900			るみ			TRUE	1995	39	2017-01-22 22:39:58 +0900	2017-01-22 22:40:58 +0900	0	0	FALSE							1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30429	2017-01-22 22:23:48 +0900	2017-01-22 22:23:22 +0900			marinosu yokohama			TRUE	1973	22	2017-01-22 22:23:22 +0900	2017-01-22 22:26:47 +0900	0	0	TRUE		"私43歳専業主婦
主人45歳
長女8歳
長男6歳
の4人家族です。

私の性格は、白黒ハッキリさせたい性格とよく言われます。"					1970-01-01 00:00:00 +0900		見栄をはるところがある	0	0	0	FALSE	TRUE	daily
30428		2017-01-22 22:13:26 +0900			万華鏡			TRUE			2017-01-22 22:13:26 +0900	2017-01-22 22:13:26 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30427	2017-01-22 22:06:37 +0900	2017-01-22 22:06:18 +0900			アオクサ			TRUE	2000	34	2017-01-22 22:06:18 +0900	2017-01-22 22:14:08 +0900	0	0	TRUE		"しがない学生です
怠け者で、目標が無いとなかなか動けません
毎日が刺激的な人生を送りたいと思っております"					1970-01-01 00:00:00 +0900		"すぐ怠ける
自分に甘い
熱しやすく冷めやすい"	1	1	1	FALSE	TRUE	daily
30426	2017-01-22 21:19:02 +0900	2017-01-22 21:18:44 +0900			エメラルド			TRUE	1985	13	2017-01-22 21:18:44 +0900	2017-01-29 00:03:47 +0900	0	0	FALSE		"現在、看護学生で春には卒業し看護師になります。

弟と家族４人でしたが、両親は離婚し現在は家族其々一人暮らししています。
私は彼氏と同棲しています。

お金に困る事が多く、昔は通勤の交通費さえも無く泣きながら歩いて帰った事等もあり支払に追われて心が荒まない、食事に誘われても二つ返事で行ける、親を旅行に連れて行ける様な生活を送る事が目標で生きる糧になっています。


"					1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30425	2017-01-22 21:13:47 +0900			user	かおり			TRUE	1979	14	2017-01-22 21:13:47 +0900	2017-01-22 21:15:15 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30424	2017-01-22 20:45:01 +0900	2017-01-22 20:44:51 +0900			ちゃちゃ丸			TRUE	1991	27	2017-01-22 20:44:51 +0900	2017-08-18 17:34:12 +0900	0	0	TRUE		"家族構成
父(60代)母(40代)祖母(80代)姉(20代)私
父と母は私が小学生の頃に離婚。
父は岡山で姉と暮らしていました。
母と私はしばらく岡山で暮らしていましたが私が高校生になる時大阪の祖母のもとで暮らしました。姉は結婚し岡山で暮らしていますが父とは一緒に暮らしていません。祖母とも今は一緒に暮らしていません。
母と2人で暮らしていましたが、いつのころからか母の仕事先のおじさんが同居人として住むようになりました。"					1970-01-01 00:00:00 +0900		"自分を不幸だと思ってしまう。
幸せな家庭ががうらやましい。
"	0	0	0	FALSE	TRUE	daily
30423	2017-01-22 20:22:00 +0900	2017-01-22 20:21:37 +0900			レモン           			FALSE	1995	46	2017-01-22 20:21:37 +0900	2017-09-13 04:51:10 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30422	2017-01-22 19:00:41 +0900	2017-01-22 18:56:27 +0900			まっち			TRUE			2017-01-22 18:56:27 +0900	2017-01-29 17:58:25 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30421	2017-01-22 15:43:23 +0900	2017-01-22 15:42:12 +0900			mgrm			TRUE	2000	11	2017-01-22 15:42:12 +0900	2017-01-22 15:47:43 +0900	0	0	TRUE		"職業:学生 家族構成:父、母、弟
一人でいるとき、ふと不安に襲われることがあります。友達もいるし趣味もあるのに。すこしでも自分を客観的に見て冷静に物事を考えたいです。"					1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30420	2017-01-22 14:33:46 +0900	2017-01-22 14:33:20 +0900			すみ			TRUE	1999	13	2017-01-22 14:33:20 +0900	2017-01-22 15:30:35 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900		嫉妬深い、ネガティブ	1	0	0	FALSE	TRUE	daily
30419		2017-01-22 14:28:34 +0900			なすお			TRUE			2017-01-22 14:28:34 +0900	2017-01-22 14:28:34 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30416		2017-01-22 13:52:26 +0900			silly			TRUE			2017-01-22 13:52:26 +0900	2017-01-22 13:52:26 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30415	2017-01-22 13:07:26 +0900	2017-01-22 13:07:02 +0900			リトルみぃ			TRUE			2017-01-22 13:07:02 +0900	2017-05-22 17:53:24 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30414	2017-01-22 12:02:17 +0900	2017-01-22 12:01:52 +0900			あじさい			TRUE	1992	1	2017-01-22 12:01:52 +0900	2017-02-05 17:38:09 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30413	2017-01-22 11:26:39 +0900	2017-01-22 11:26:23 +0900			りょう			TRUE			2017-01-22 11:26:23 +0900	2017-01-22 11:26:39 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30412	2017-01-22 10:53:33 +0900	2017-01-22 10:53:14 +0900			ちゃん			TRUE	1997	27	2017-01-22 10:53:14 +0900	2017-01-22 11:04:11 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30411	2017-01-22 10:19:20 +0900	2017-01-22 10:18:53 +0900			あさ			TRUE	1996	10	2017-01-22 10:18:53 +0900	2017-01-22 10:55:37 +0900	0	0	TRUE		"5人兄弟の長女です。
性格は能天気で適当な人に見られる事が多いですが、本当は心配性で根暗で卑屈な性格。

"					1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30410	2017-01-22 10:33:39 +0900	2017-01-22 10:14:42 +0900			いたさえ			TRUE	1976	15	2017-01-22 10:14:42 +0900	2017-08-07 09:32:27 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30409	2017-01-22 02:31:14 +0900	2017-01-22 02:30:24 +0900			さやいんげん			FALSE			2017-01-22 02:30:24 +0900	2017-01-22 03:08:49 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30408	2017-01-22 01:11:57 +0900	2017-01-22 01:10:44 +0900			なる葉っぱ			TRUE	1996	27	2017-01-22 01:10:44 +0900	2017-02-07 09:35:06 +0900	0	0	FALSE		"大学生です。
恋愛経験0です。普通の女性より太っていて、このままではいけないなと思い、最近、容姿を気にかけるようになりました。
まだ自信はありません。
自信を持てるようになりたいです。"					1970-01-01 00:00:00 +0900		"痩せたいと言いながら好きなものを食べてしまう
"	0	0	0	FALSE	TRUE	daily
30407		2017-01-21 23:47:36 +0900			はつね			TRUE			2017-01-21 23:47:36 +0900	2017-01-21 23:47:36 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30403	2017-01-21 22:54:50 +0900	2017-01-21 22:54:36 +0900			なな			TRUE	1996	27	2017-01-21 22:54:36 +0900	2017-05-19 18:34:12 +0900	0	0	TRUE		"フィットネスジムで受付をしています。家族は父母と8つ下の弟がいます。祖母祖父は居ません。私の親は2人とも養子みたいで親の実の親を見たことがありません。育ての親ももう居ません。
性格は周りからはサバサバしていると言われます。でも、周りから言われる私と自分で思う私は違うように思います。周りから強く思われる様に自分を作っているからそう言われるのではないかと思います。
私は将来は大切な人と幸せに暮らす。ただそれだけが人生でやり遂げたい事です。今は特に趣味もないですが始めようと思っていることはあります。このサイトを見て周りに中々悩みを言えない私でも相談できることが嬉しいです。よろしくお願いします。"					1970-01-01 00:00:00 +0900		恋愛に関して依存体質です。	0	0	0	FALSE	TRUE	daily
30402	2017-01-22 00:13:35 +0900	2017-01-21 22:48:40 +0900			mingmei			TRUE	1962	40	2017-01-21 22:48:40 +0900	2017-01-22 00:15:09 +0900	0	0	TRUE		"専業主婦
主人　子供三人
"					1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
30401	2017-01-21 22:34:45 +0900	2017-01-21 22:32:59 +0900			小鳥			TRUE	1981	4	2017-01-21 22:32:59 +0900	2017-02-06 00:12:30 +0900	0	0	TRUE		"本態性振戦。既婚 夫が軽度のアスペルガー症候群。子ども無し。
現在、スイミングスクールの受付事務のアルバイトをしています。（辞めようと思っています） 自負している性格・良くも悪くも正義感が強い。情に流されやすく、そのせいで損をすることが多いのが悩みです。
年中暖かく緑と動物が多い土地で楽器を弾いたり絵を描いたりして暮らすのが夢です。"					1970-01-01 00:00:00 +0900		治らない病気を治したい。病気を持ってしまった自分を許せない。	0	0	1	FALSE	TRUE	daily
30400	2017-01-21 22:01:39 +0900	2017-01-21 22:01:22 +0900			ホルンネット			TRUE	1987	13	2017-01-21 22:01:22 +0900	2017-05-03 23:59:39 +0900	0	0	FALSE		"郵便局契約社員　長女　今年３０歳
未婚　人の話を聞くのが割と好き
"					1970-01-01 00:00:00 +0900		頼まれるとなかなか断れない意志の弱さ　すぐ人を信用してしまう（特に男性）　勘繰り	0	0	0	FALSE	TRUE	daily
30399	2017-01-21 20:47:14 +0900	2017-01-21 20:46:52 +0900			かなえ			TRUE	2000	27	2017-01-21 20:46:52 +0900	2017-01-21 20:52:34 +0900	0	0	TRUE		"高校一年生女子です！
部活は邦楽部所属です(簡単に言うと和楽器部)
学校はそこそこの進学校、自分の成績は中の下くらい。
部活くらいしか学校で楽しみがなく、本当に今のままでいいのか悶々としてます。
ウジウジしている性格、自分に自信が無いのと自分の意見がハッキリ言えないことが悩みです…"					1970-01-01 00:00:00 +0900			0	0	1	FALSE	TRUE	daily
30398	2017-01-21 18:26:13 +0900	2017-01-21 18:25:34 +0900			まお			TRUE			2017-01-21 18:25:34 +0900	2017-01-21 18:26:13 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30397		2017-01-21 18:04:23 +0900			1月			TRUE			2017-01-21 18:04:23 +0900	2017-01-21 18:04:23 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30395	2017-01-21 17:29:09 +0900	2017-01-21 17:27:21 +0900			ココ			TRUE	1969	8	2017-01-21 17:27:21 +0900	2017-01-24 11:35:41 +0900	0	0	FALSE		"夫、息子二人、姑の五人家族
保育士
昔から、人との距離感がつかめずに人間関係に悩む

自己肯定感が低く、人間関係で孤独感や見放され不安に陥ることが多い

"					1970-01-01 00:00:00 +0900		"自分は誰からも愛されないと思ってしまう。
"	0	0	0	FALSE	TRUE	daily
30394	2017-01-30 12:25:03 +0900	2017-01-30 12:24:31 +0900			オカダ			TRUE	1987	26	2017-01-21 17:07:27 +0900	2017-01-30 13:08:22 +0900	0	0	TRUE		昨年母を亡くして今も辛いですが、悲しみとともに生きる。					1970-01-01 00:00:00 +0900			0	0	0	TRUE	TRUE	daily
30393	2017-01-21 15:44:17 +0900	2017-01-21 15:43:48 +0900			tktr			TRUE	1995	4	2017-01-21 15:43:48 +0900	2017-01-21 19:39:51 +0900	0	0	TRUE		"取り柄も趣味も無い無能な理系学生です。
何度か死のうとしてみましたが失敗し、再度その苦しみに挑む勇気が無いので生きています。"					1970-01-01 00:00:00 +0900		物心つく前から共に過ごしてきたぬいぐるみに依存しています。	0	0	0	FALSE	TRUE	daily
30392		2017-01-21 13:37:43 +0900			ミヤビ			TRUE			2017-01-21 13:37:43 +0900	2017-01-21 13:37:43 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30391	2017-01-21 13:30:16 +0900	2017-01-21 13:29:48 +0900			ハグ			TRUE			2017-01-21 13:29:48 +0900	2017-01-21 13:30:16 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			1		1	FALSE	TRUE	daily
30390	2017-01-21 12:44:37 +0900	2017-01-21 12:44:02 +0900			furu2010			TRUE	1987	44	2017-01-21 12:44:02 +0900	2017-01-21 12:46:45 +0900	0	0	TRUE							1970-01-01 00:00:00 +0900			0	0	0	FALSE	TRUE	daily
