Id,Title,Description,Created At,Updated At,Extra,Image Uid,Answered At,Arashi,Category,Likes Count,Answers Count
15521,亡き両親の夢,"初めまして。いつも拝見させて頂いております。

私は現在30代後半で独身バツイチ、そして兄弟が居らず身寄りがいません。親戚付き合いもほぼありません。両親は子供が出来ず、私を養子にしたと生前に聞いていました。
正直に言えば、私自身自分の人生に絶望して死にたい、と思ってしまう事が時折あります。

15年前に癌で母を亡くし、一昨年まで父と２人暮らしていました。母は明るく朗らかで誰からも好かれる様な人で、亡くなった時は大勢の方が葬儀に参列してくれました。逆に父は母とは対照的で余り口数は多くなく、忍耐強く優しい人でした。
母を亡くしてから父は気落ちしてしまい、口数も減り殻に閉じこもってしまう様になり、私も大好きだった母を亡くしたショックから全てが手につかず父と衝突する事が多くなってしまいましたが、自分を育ててくれた恩は感じていましたし感謝もしています。
やがて父も病に倒れて一昨年他界しました。

父が他界した時の様子や寂しさから、時折涙を流すことは今でもあります。ですが、夢にまで見るかと言うとそうでもありませんでした。
去年まではほんの数回程度です。
が、今年に入って亡き両親の夢をよく見る様になりました。どちらか片方だけだったり２人一緒だったり、夢の内容はというと極普通の日常生活。一緒に食事したりテレビ見たり、(当時飼っていた)犬を可愛がったり…等。

残念ながら私は今は霊感はないので、姿を見たり何かを感じたり等する事がありません。
ですが、最近頻繁に夢を見る様になったので気になってしまいました。
こういう夢は何かメッセージ性があるのでしょうか？
どうか教えてくださいませ。",2017-01-29 07:44:27 +0900,2017-01-29 20:58:07 +0900,,,2017-01-29 14:45:16 +0900,false,,13,2
15520,彼女に自分から音信不通にしてしまいました,"初の彼女でしたがデートから一週間
連絡がなく 週に3回 一日一回だけメールを
して しつこくしてしまいました
もうこの時には色々考えてしまい
 寝れない 食欲がない 動悸がするといった
状況で気持ちが不安定になってしまいました…
もうこれ以上迷惑を掛けたくないと思い写真も
連絡先も突発的に全て削除してしまいました
何も言わずに消したので今思えば自己中で
弱虫で最低な自分です カスだなと…今は
で罪悪感でいっぱいです 彼女のペースに
ちゃんと合わせて あげられなかった事は
本当に後悔してます…。

事情を話し謝罪したくても彼女の実家の
両親に会った事が
なく突然押し掛ける訳には いかないので
手紙を送って みようかと思うのですが…
迷惑でしょうか？もうこれしか 手段がない 
ので…。 

返事がなかったら これで諦める
つもりです…。


",2017-01-29 06:42:15 +0900,2017-02-08 01:48:53 +0900,,,2017-01-29 07:45:02 +0900,false,恋愛相談,2,1
15519,不倫をして悩んでいます,"初めまして、けんぞうと申します。
実は、職場不倫をしています。
僕が３７歳、相手が２３歳です。
妻（３８歳）は、僕が不倫をしていることを知っています。
というのは、ラインをしている所を見られたからです。
結婚して１８年目になります。
妻曰く、子供が小学２年生になったら、離婚して、慰謝料、養育費
いっぱい貰うからと言われています。
後、１年離婚するまであります。
相手の女性は、今すぐに離婚して結婚
してくれないと、別れると言われています。
妻とは、セックスレスだけど、情があり、娘も可愛いいけど、
相手の女性とのセックスが本当に気持ちがいいです。
付き合って、１０か月なのですが、海に行ったり、遊園地に行ったり
とてもとても、楽しい日々でしたが、最近（女性の友達が結婚したり赤ちゃんが出来たりしたためなのか）、今すぐに離婚をして！
なんで、あと、１年も待たないといけないの？都合良すぎやん！
１年も待ったら、慰謝料も増額されるし、本当に私と結婚する気あるの？と言われています。
僕は、どうしたらいいのかわからないです。
相手の女性と結婚したら、とてもとても気持ちのいいセックスが出来て、充実した生活が出来る。
やり直ししたら、また、セックスレスでこのまま、しょうもない人生を送らないといけない・・・・。
離婚して、相手の女性と結婚するか、このまま、相手の女性とお別れ
して、しょうもない人生をすすむか、
（妻は、完全に別れたら、やり直ししてもいいとおっしゃってます。）
お坊様、どうかご教示お願いします。
乱文、長文ですいません。",2017-01-29 03:57:43 +0900,2017-06-03 14:41:16 +0900,,,2017-01-30 01:27:02 +0900,false,夫婦関係,33,2
15518,離婚するか悩んでいます,"１ヶ月ほど前に、一歳半の息子を誤って熱湯風呂に入れて火傷をさせてしまい(詳細につきましては前回の質問に書いたので省略)、１ヶ月の入院と皮膚移植の後、先日、退院しました。

子どもの火傷の一因が私にもあることは承知の上ですが、夫の火傷をさせた反省が見られないことや、夫と私の実家との関係悪化、精神的にもろいことなど、この先の夫との将来に希望が持てません。

一番ショックだったのが、入院期間中に娘を私の実家に預けたにも関わらず(２回目)、実家との関係改善をする気がないことでした。

昨年、ちょっとしたすれ違いから、夫の方から｢もう実家の敷居はまたぎません｣と、一方的にメールを送ったことで実家との関係性が悪くなりました。

２か月後には息子の病気が発見され入院手術しましたが、その間も娘を実家で預かって貰いました(１回目)。

その後も、息子の外出禁止期間中など、夫が仕事日の行事関係は実家の親の助けを借りていました。

実家からは片道二時間ほどの距離ですし、親も仕事を調整して来ています。

１年間、お世話になりっぱなしでしたが、今回の入院で顔を会わせるまで一度も会っておらず(正確に言うと、夫に頼まれ、親の帰る時間を知らせて調整していたので、私も同罪ですが…)、挨拶やお礼などの言葉を夫から直接言うことはありませんでした。

今回会ったときも、最初にサラッと｢お世話になってます～｣と言ったくらいで、ちゃんと頭を下げて、今回の件で世話になることの謝罪やお願い、感謝する姿はありませんでした。

夫の今までの行動や今回の火傷など積み重なり、実家全員が夫に対して怒っている状態です。

正直、実家と夫との関係修復はもう無理だと思ってますが、実家のサポート無しでは子育てできないのも事実です。(物質的な援助もしてもらっていました)

そして私自身、反省の見られない姿(自分の注意力散漫な所を反省しない。完治してないのに、１か月後に長距離旅行を予定)や精神的にもろい姿(現在、火傷の自責の念で情緒不安定だから、カウンセリングしてもらいたい？とのことで大阪から実母が来ています。実母はカウンセラーではないてすが、そうしないと精神的におかしくなって仕事を休職しなくなるといけないと脅され、しぶしぶ了承)に嫌気がさしています。
注意力散漫なので、子どもと関わらせるのも怖いです。

どうすればいいでしょうか？",2017-01-29 03:37:42 +0900,2017-06-03 14:41:43 +0900,,,2017-01-29 16:41:27 +0900,false,夫婦関係,8,1
15517,どうしたら、主人にお灸をすえることができますか。,"冬の夜12時。飲み会帰りの主人から電話が来ました。今、自分がどこにいるかわからないと。小さい子どもたちは二階で寝ている中、私が探しに行くこともできない。仕方なく主人の実家に連絡をし、子どもたちをみてもらい、私が探しに行くことに。でも、見つけることができない。1時半過ぎに、義母から主人が自力で帰ってきたとの連絡をもらい、帰宅。
家に戻ると、義母と和やかに話す主人。義母から、主人が冷え切って寒そうだから、早く休ませてあげるように言われる。義母が帰った2時過ぎ、私は堪忍袋の尾が切れた。なぜ謝罪もないのかと問い詰めると主人は逆切れ。
夜遅いため街灯がなく、迷子になり困ったため、電話をしたのに、なぜ怒られなければいけないのか。ずっと待っていても来ない。などなどと言われる。

タクシーを使って帰ることもできたはず。わからなくなるまで、なぜ飲んでしまうのか？？主人は以前にもそういうことがありました。年に一度はこのようなことがあります。結婚6年目。
また、義母に対しても不満は大きいです。なぜ、私がいる前でしっかりと主人を叱らないのか。また、私に対して申し訳ない気持ちはないのかと思ってしまいます。

こんな主人にお灸をすえる方法はありますか？？義母は主人を溺愛し、また主人は義母に反抗したことがないような人です。諦めるしかないのでしょうか。
あまりにひどいと感じるのは私だけで、私が考え方を変えるしかないのでしょうか。

怒りが込み上げてきてしまい、うまく書けず申し訳ありません。こんな私にご助言をお願いいたします。",2017-01-29 03:00:26 +0900,2017-08-30 13:40:44 +0900,,,2017-01-29 13:19:26 +0900,false,,20,3
15516,結婚に賛成してもらえず、苦しんでおります。,"離婚歴有、息子(12才)娘(6才)がおります。
お付き合いしている彼(独身、初婚)が、大変誠実な方で、今年の四月から子供達が中学校、小学校へ入学になるので、このタイミングで結婚しようと言ってくれました。

彼のお母様の了承を得る為に、彼がお母様と話をしてくれたのですが反対されました。私に子供がいるのが、どうしても嫌というのが理由。
お母様自身も子連れで再婚されているのですが、息子は別、苦労をしてほしくないそうです。

彼は、私とお母様が直接会い、話をして、私がどういう人間なのかを知ってもらえば、絶対に賛成してくれる。と言い別の日に私も一緒に実家に伺ったのですが、彼のお父様の体調が悪かったのもあり、門前払いで顔すらまともに見ていただけませんでした。

11月に彼のお父様が他界され、49日も終わり子供達の新年度に間に合うように、具体的に結婚の話を進めなければと考えていた矢先、私の妊娠が発覚しました。
彼は大変喜んでくれ、すぐに私の実家に挨拶に出向き、私の両親には結婚の許しをもらう事ができました。

子供が出来たと言えば、お母様も認めて下さると、彼の実家にも行きましたが絶対に賛成出来ないと言われてしまいました。お母様が信頼していつも相談に乗ってくださる先生に私達の縁について質問したところ、「息子さんが大変な苦労をする、良い縁ではない。」
とのお答えだった事が、反対を更に強固なものにしたようです。住む場所、進学先、結婚相手、旅先など色々な事を常にその先生に質問しているようなので、先生のお答えはお母様にとっては絶対です。

ですが、私と出会ってから、彼は仕事でも評価が上がり、良い結果もでて、大変充実しているので、悪い縁であるはずがないと、彼は言っています。子供達も彼を大変尊敬し慕っております。

ただ、彼のお母様の反対、会ってすらいただけない、私達の縁の事を、質問し、良くないと言われ、絶望的になってしまった事が、辛いです。彼自身もお母様の対応がショックで、また、子供の頃から何でもお母様の言うとうりにしてきたので、反抗することも、辛いのではないかと思います。
ただ決めなければいけない期限が迫っています。
私達はどうすれば良いのでしょうか？認めてもらえるまで待たなければいけないのでしょうか？子供も授かりました。彼の為に精一杯良き妻になりたいのです。どうかアドバイスをお願いします。",2017-01-29 01:28:42 +0900,2017-01-30 08:25:40 +0900,,,2017-01-29 09:33:06 +0900,false,家族親族,8,1
15515,仕事が憂鬱,"自分のこともこれから生きていくことも嫌になっています。

去年12月に転職し技術を要する仕事に就きました。まだ働き始めたばかりです。

ですが自分のできなさが苦しくて。周りの足を引っ張っているのが分かるのです。やっぱり私には向いてないのかなとも思います。
上達しているのか…ちゃんと前に進んでいるのか分かりません。むしろ後退しているような気さえします。

毎日、仕事へ行くのが憂鬱で仕方ありません。休みの日も仕事のことばかりが頭に浮かぶ始末で…

これが今の最大の悩みなのですが、楽しいことがあっても仕事が頭から離れなくて楽しめないのです。

例えば、友達と遊ぶ約束をしたとして。今までならその日まで頑張ろう!と前向きに楽しめたのに今ではそれすらできないです。
楽しみがないとやってられない!と今まで思っていて何かしらご褒美とか楽しいことを支えにそこまで頑張っていたのですが、今は楽しいことがあっても全くやる気が起きず、テンションも上がらないです。いつもと同じ日常といったかんじです。

今月は7連勤と5連勤をなんとか乗り切りました。しかしまた来月に入れば6連勤があります。今はこれで憂鬱になっています。

連勤中、あと3日!あと2日!とカウントダウンして無理矢理自分を奮い立たせたものの…ふと、この連勤を乗り切ってもまた普通に仕事が始まるだけじゃないか。何も変わらないじゃないか。とかなりガッカリしてしまい。尚更憂鬱です。

何も楽しくありません。また明日がきてしまう。

やりたくて就いた職なのに。こんなの馬鹿ですよね。甘ったれだと自分でも思います。
でもどうしたらいいか、この憂鬱を無くすにはどうしたらいいか分からないです。
ちゃんとしろ、頑張れって自分に言っても受け入れられないかんじがして…
技術職はやる分だけ自分の力になるし!そう思えていたのも最初のうちだけでした。

もっと大変な境遇の人だってたくさんいますよね。なのにどうして私はこんなに憂鬱なんでしょうか。どうして誰もができることができないのでしょうか。


これからもこんな毎日が続いていく。嫌で仕方ありません。
もういらないです。逃げたい、死にたい
",2017-01-29 00:02:53 +0900,2017-02-05 18:38:08 +0900,,,2017-01-29 14:53:34 +0900,false,後悔・自己嫌悪,7,1
15514,心のモヤモヤ,"はじめまして。 
どうぞよろしくお願いします

私は父、母、弟、犬2匹と猫1匹と暮らしています。この度、憧れだったオーストラリアに2年の予定で語学留学をします。 
自分で決めた事なのに、渡豪する日が近づくにつれ寂しさや不安に押しつぶされています。 
一緒に暮らしてると喧嘩ばかりしてるくせに、特に仲が良いワケでもないのに家族と離れるのが辛いんです。親も高齢なので何かあったらどうしよう。近くに居ないから手を貸してあげれないなとか、ペットも高齢なので会えるのは最後かな…とか考え出すとどんどん不安になってきて私の決断は間違ってたのかなと、分からなくなってきます。 
私は何一つ親孝行もできないまま、親元を離れるのはヒドイ娘でしょうか？
でも自分の夢を諦めたくないんです。 
この不安や寂しさをどう乗り越えたら良いでしょうか？ 
よろしくお願いします。",2017-01-28 23:57:39 +0900,2017-02-02 15:24:01 +0900,,,2017-01-29 09:10:16 +0900,false,,8,1
15513,強くなれない,"勇気って何でできていますか。

娘が仕事を無理して勤めては辞めてを繰り返しています。
また、今の会社をやめると言います。
カウンセリングの先生とも相談したけど答えが出なくて先生と合わないと言います。

私の病気の影響で辛くなってうまくいくものもいかないのじゃないかって思えます。
自分が働けばいいんですが色々自信がありません。
前はこんなんじゃなかったのにとついつい思います。

落ちまくっても失敗してもチャレンジあるのみでしょうか。
もっと勇気があれば体も動けただろうにと思うばかりです｡
勇気はどうやって出るでしょうか。

変な質問ですみません。",2017-01-28 23:31:55 +0900,2017-02-04 00:09:21 +0900,,,2017-01-29 12:31:33 +0900,false,,8,1
15512,同級生,"10年ぶりにいいなと思う同級生と再会しました。
2回ほど、友人を交えてご飯へ行きましたがその彼は連絡をするのが苦手で普段メールなどで会話が続かないのでなかなか発展させる事ができません。
こういった男性の場合、効果的な方法はありますか？
回答よろしくお願いします。",2017-01-28 23:31:00 +0900,2017-01-29 07:47:57 +0900,,,2017-01-29 00:35:44 +0900,false,恋愛相談,2,1
15511,教えてほしいです,"

私は高校時代から三年ほど付き合っていた彼氏と別れました。
理由は好きか分からなくなり私から別れを告げました。
それから三ヶ月ほど経ち結局復縁する形になったのですが正直
本当に好きなのか、
情なのか、
友達でもいいのでは、
復縁してよかったのか、
などとまた考えてしまうことがあります。

考えれば考えるほど分からないし
自分の中でハッキリできないのがとてもモヤモヤします。

人それぞれ価値観は違うと思いますが
恋人としての好き、
友達としての好き、
長く一緒にいる上での情、
それぞれどうゆうものなのか教えて欲しいです。
",2017-01-28 23:02:42 +0900,2017-02-27 00:01:29 +0900,,,2017-01-29 15:00:37 +0900,false,恋愛相談,34,3
15510,光になるには,"前回のお返事もしていないうちから、質問を立ててすみません。
実はずーっと疑問に思っていたことがあって、上手く説明出来るか自信が無いのですが、もしもご存知でしたら教えてください。
あと、バカバカしいって思われると思います。
私もバカバカしいなと思いつつも、楽しみにしているんです。

私は、死んだら光になって、光の速度で他の光の形を観察したり、宇宙に行って、何億光年も先に存在している星々を観察したいなぁと思っています。
宇宙飛行士や衛星では行けない、宇宙の果てがどうなっているのかとかを自分の目で確かめてみたいと思っているんです。(死んじゃってるんですけど･･･)
死後の楽しみってやつですね。
肉体が滅んで、死後の世界でどんな姿を持ち、どういうものかはもちろん分かりませんが、今生きてるこの瞬間よりかは可能な夢に近づくんじゃないかなーと思っているんです。
仏教の輪廻転生の中に光はあるんでしょうか。
誰かの愛猫にもなってみたいし、光にもなってみたい。
来世に楽しみを持ちすぎだなと苦笑してしまうんですが、どうなんだろうと疑問を持ちました。
よろしくお願いします。",2017-01-28 22:16:47 +0900,2017-01-29 11:56:01 +0900,,,2017-01-29 08:01:26 +0900,false,運命・見えない力,15,3
15509,人の感情や言動に流されないようにするには,"よろしくお願い致します。
相手の機嫌が悪いと自分のせいだと感じたり、責められてる感覚から抜け出せません。
すぐに自分にフィードバックしてしまい辛いです。
どうすれば他人の感情や言動に振り回されずにいられますか？
心構えなど何でも教えていただけると嬉しいです！
昔、苛められたり責められたりといった経験がトラウマで辛いです。",2017-01-28 22:15:14 +0900,2017-03-12 20:33:56 +0900,,,2017-01-29 13:29:58 +0900,false,他人・友人関係,9,1
15508,辛い。,先日も質問させていただいたのですが、10日前頃あった家からちょっと離れた場所であった電車との人身事故で自分が関わっているのではとか、殺してしまったのではないか？または、変なことを言ったのではないのかと酷く悩まされています。その事故があったのは深夜2時頃らしいのですが寝てたと思うのですが、やったのではと考えるたびに苦しくなり、やってしまったんだと思ってしまいます。そして捕まるのではとか、刑務所に入るのではと考えてしまいます。とても苦しいです。どうしたら良いのでしょうか？絶対的な証拠が欲しいです。,2017-01-28 22:13:43 +0900,2017-02-01 02:12:21 +0900,,,2017-01-28 22:51:39 +0900,false,,4,1
15507,浮気のトラウマ,"制限されている中、質問の機会を頂きありがとうございます。

２つ歳上の彼と付き合って５年、同棲４年半になります。彼の携帯目覚しをセットする際にふと中身を見てしまった事から浮気１件、浮気未遂数件が昨年発覚しました。

母の家に身を寄せたらば嗚咽しながら迎えに来ましたがその場は帰って貰い話し合いを重ね、好きな気持ちもあったので続ける事にしました。

しかし昨年の今頃、浮気に繋がる行動があった事を思い出しやりきれない気持ちになる事が最近度々あります。

更に彼が20代半ばにお付き合いしていた人との間に人工中絶した水子がいる事を最近知りました。

当時お寺に手を合わせに行って以来何もしてない、彼女へ申し訳ない気持ちはあるが受精して間もない水子を人だと認識していなかったと正直な気持ちを聞き水子を想うと涙が溢れました。また隠し子が発覚した気がしてショックでした。

水子も人だと思うと話し本人も納得したのでお寺に御参りに行き日命日に意識する様心がけています。



話は戻りますが彼は冬場に鬱に陥る為、この冬も薬を飲んでいます。最近落ち着いて来てホッとした矢先に彼の職場でパーティーがあり私も参加しました。

そこで写真を撮る際、彼が女性の腰に手を回す様な形でお尻を手で覆いしっかり触れている場面を目にしました。

彼は社交的でお調子者で賑やかな場が好きです。
チャラい訳ではないですが、女性との距離が近く彼にスイッチが入ったら簡単に女性を口説き落としてしまいそうでした。

鬱が落ち着くまで彼の状態に神経を使い彼が良くなり私が疲弊してくる頃、昨年は浮気に繋がる行動があったので、写真の現場を目撃した事で繰り返されている様に感じ私は何なんだろうと虚しさ、トラウマ、水子と過去が重なって胸が苦しいです。

写真の事は外人のハグと同じじゃないか、男なんてそんなもんとドンと構えたら良いじゃないかとも思います。でもその事を単体には消化出来ません。

これ迄喧嘩しても歩み寄りをお互い意識してやって来ましたが、今の私は動けません。

これらの事を抜けば鬱を含め私は彼が大好きです。彼も私を大事にしてくれてとても仲良くやっています。当然もう浮気しないと言ってはいます。

このまま行くと年内位に結婚に至りそうですが、幾度も同じ事で揉めている為、結婚する前にお別れすべきなのか悩みます。

",2017-01-28 21:36:26 +0900,2017-05-22 17:29:49 +0900,,,2017-01-28 22:57:09 +0900,false,恋愛相談,18,2
15506,生きる意味が分かりません,"もうなんだか消えて無くなりたいです。自己肯定感が低すぎて、どうやっても人生が良いものになるとは思えません。やりたいこともありません。
クズ人間で変わりたいと思っても頑張りたいと思っても、どうせ自分だから、と思ってしまって頑張れません。甘えだと分かってはいるんです。甘えだと分かっているのに治せない自分が嫌です。
他人からは価値がある人間だと言われても自分はそうとは思いません。目標も指針もありません。こんな私がなぜ生まれてきてしまったのでしょうか。なぜ生きねばならないのでしょうか。",2017-01-28 21:16:02 +0900,2017-02-02 15:27:00 +0900,,,2017-01-29 08:41:10 +0900,false,後悔・自己嫌悪,11,2
15505,死にたくなることがよくあります。,"昨日は祖母の世話のことで取り乱し、母や祖母にイライラされて責められて
大変でした。
私は高野山の宝亀院で13年前得度しました。
自分で密教の勉強はしましたが観音経などをとなえることが出来る程度です。書いてあるのを見てですが。それに霊感と霊聴もさずかり将来悩める人を助ける仕事をしたいと勉強しておりますがいつのことかわかりません。

祖母から3代続く血の為か喧嘩してもまたずぐなかなおりしております。
 
父は私の作る糖尿料理がおいしくないと怒り自分の分だけ作れと言ってきます。小松菜にシーチキンを入れて野菜いっぱいの優しい味にしても
おしたしがいいからとご飯中に「俺におくな」と言います。
母のご飯が硬いと祖母と話しただけで「お前は感謝の気持ちがない」と母に
言われます。
今に始まったことではなく物心ついた頃からほめたことがない両親に教育されて、自分の好きな勉強は出来ずにいた年頃を過ごしました。

　赤ちゃんのときから祖母に子守をしてもらい祖母に愛情をもらって生きてこられました。
線維筋痛症という激しいいたみのときも、父は毎日暴言を吐くだけで
正月には酒飲んで足蹴りで、「ぶたぶたお前の顔なんかみたくない自分の部屋いけという具合です。」
母と父は一緒に仕事をしていて、私も一緒にしましたが男性の仕事でしたが　「お前は働いたうちにはいらん」と言うだけで助けてもらってありがたいと言ったことはありません。
 
ほぼ毎日ブログに祖母のこと両親のこと自分の闘病記などを乗せております。心の病気でコメントなどはもらってないのですが読んでくれて応援してくれる人が数人でもいるだけでありがたいなと思っております。
心穏やかに過ごせる日がありません。
外面はいいのですが、全部私に両親ははいてくるので
私はブログにしかはくことができません。
病気のためか死にたくなることがよくあります。
",2017-01-28 20:01:31 +0900,2017-02-05 10:26:08 +0900,,,2017-01-28 20:15:56 +0900,false,家族親族,6,1
15504,彼氏に振られる気がする,"昨年、初めての彼氏が出来ました。前の現場の先輩です。
お互い土日休みの仕事をしています。今は違う現場なので、会えるのは週末だけです。
そろそろ５ヶ月なのですが、彼氏の言動等からもう愛されていないんじゃないかと不安になり毎日泣いてしまいます。

①最初の２ヶ月くらいは仲良しだったのですが、それからLINEの回数も会う回数も減りました。
向こうからアタックされてお付き合いし始めたので、そんなもんかなと思ってました。

②今月は一回しか会えてなくて、早く会いたいと思って来週末の予定を聞いたら、あと二週間は向こうが予定をいれていて会えないと分かりました。

③彼にオススメされて一緒にハマっているバンドのライブチケット(三ヶ月後の土曜日に開催)を買っておこうかと聞いたら「ちょっと考える」と言われました。先月もライブがあったのですが、その時は発表された時は即座に行くって言っていたのに。仕事の都合ではないはずです。

これらのことから４月末まで付き合う気がないからこう言われたんじゃと思ってしまい、辛いです。

彼氏が大好きです。大好きだから不安になります。
どう考えたら不安にならずにすみますか？自分の思考をどの方向に持っていくべきか分かりません。",2017-01-28 19:19:44 +0900,2017-02-02 03:16:53 +0900,,,2017-01-29 07:37:56 +0900,false,,11,2
15503,御守,お守りの正しい持ち方とかありますか？,2017-01-28 18:13:24 +0900,2017-02-02 15:28:07 +0900,,,2017-01-28 21:38:40 +0900,false,お参り,7,1
15502,乳児を抱えた離婚,"小さい赤ちゃんがいますが、最近離婚したくてたまりません。
理由は、私が疲れていても自分の話を聞かせるため寝かせない。
自分が言い出したことを忘れて、やらない。
赤ちゃんがいるのに禁煙しない。臭い。
仕事はきちんとしており、暴力はありません。

顔をみるとイライラします。私は贅沢でしょうか。私もフルタイムで働いており、離婚してもギリギリやっていけると思うのですが、子どもの為にならないかもしれない、とは思います。
ご意見お聞かせください。よろしくお願いします。",2017-01-28 17:20:43 +0900,2017-01-29 21:13:56 +0900,,,2017-01-29 07:22:09 +0900,false,夫婦関係,7,2
15501,どういう心理か、、、,"わたしは、中学くらいまでは誰とでも、浅く広くの関係のタイプでした。
しかし、今はこの人とは仲良く、この人は好きになれないから仲良くしないに執着してしまっているように思います。小さい時のトラウマもあって、これをしたら友達と思ってもらえないなどと執着してしまいます。もっと考えを変えなくてはと、友達に変に嫉妬しないようにしたりしますが、結局はイライラしたり泣いたり、、、。
なんだか、自分が誰にも必要とされてないと思うと周りの友人関係と比べて悲しくなったりします。これから、社会人にもなるし、このいやな癖とか考え方から抜け出して楽に考えたいです。
",2017-01-28 16:39:41 +0900,2017-01-29 01:52:50 +0900,,,2017-01-28 18:54:04 +0900,false,他人・友人関係,3,1
15500,離婚について,"離婚はいけないことなのでしょうか。

結婚してみてわかること、学ぶこともあるのでしょうか。

こんな質問をしてしまってごめんなさい。",2017-01-28 15:07:58 +0900,2017-09-25 22:10:14 +0900,,,2017-01-28 18:42:57 +0900,false,生きる意味,15,2
15499,自分が選んだ人生ではあるのですが,"独身女性で現在親の介護中です。

親にはこうして私が側にいてあげられますが、自分が後期高齢者になり介護が必要になったらどんな生活になっているのか、全く想像がつきません。

希望は70歳すぎたら老人ホームに入居したいと思っていますが、経済的な事もあり高額費用は出せません。

取り敢えずは生活が出来るだけの費用は賄える予定です。

家族は姉1人、既婚者で少し離れた場所にいますが頼れません。
内向的性格で親戚付き合いや近所付き合いは出来たら関わりたくないと思っています。

知り合いがいる中で孤独に生きるより、全く知らない人の中で孤独に生きた方が、私の場合は心が落ち着きます。

人生最後の時もプロの方々に見守っていただければ充分です。

今から20年後はおひとり様が多く、私の預貯金では老人ホームも入居出来ないかもしれません。
どうしたらいいと思われますか？

勿論ピンピンコロリンで逝くのが理想で、体力も作るつもりです。

これからの国の課題でもありますが、私の課題でもあるのでよろしくお願いします。
",2017-01-28 13:40:29 +0900,2017-09-12 23:06:53 +0900,,,2017-01-28 14:32:05 +0900,false,心構え・生きる智慧,10,1
15498,いつまで,"私は5ヵ月程前に仲の良かった人を傷つけ
嫌われてしまいました。
他の子とふざけ半分で悪口を言い友達を傷つけてしまいました。

かなり反省はしています。
口は災いの元という意味がわかりました。
この出来事があってからは今までよく話してた人ともぎこちなくなってしまいました。
この事がどこまで広まっているのか分からないので会う人会う人にみんなが知っている気がしてとても息苦しいです。
せっかく仲良くなってもいずれはこの事を知り私のから離れていくんだと思いました。
人の気持ちも３ヶ月といいますが5ヵ月経った今も全然何も変わっていないです。

毎日その嫌われてしまった人に会うんじゃないかビクビクして生きています。
以前飲み屋で鉢合わせしてしまった時は涙か止まらず過呼吸になってしまいました。
直接その人に頭を下げに行こうと思いましたが友達に止められました。

全ては自分が悪いんです
私の犯した罪なのにあたかも自分が被害者みたいに辛い思いをするのは虫が良すぎるとは分かっています。
ただ本当に辛いです。
この今居る町から消えようとも思いましたが意気地無しなのでなにも行動は出来ていません。
私のいる町で私の味方は誰もいません。

これからもずっとこのまま生きて行くんですね私は",2017-01-28 12:31:34 +0900,2017-01-29 02:10:54 +0900,,,2017-01-28 13:57:14 +0900,false,,6,1
15497,自分について,"私は 家族に対しても 家族とはこうあるべきだとか 夫に対して 夫なんだから 父親なんだから と求めすぎている所があります 慈悲の気持ちを持ってとは なかなか 心掛けができなく どうしたら 心を開いてくれるかな？と日々 考えています私は欠点だらけで 夫も娘も 呆れられているようです 夫を私の父と重てしまい 母はどんなに大切にされていたか？生前二人の会話を聞いていましたが、生まれ変わってもまた一緒になると聞いた時 私も言われたいなと 言いたいなと思ってましたが 私の心が傷んでいるのか 全く感じません。 心をゆったり 許せる気持ち になるには どう生きていたら良いでしょうか？
",2017-01-28 12:29:53 +0900,2017-01-30 19:24:12 +0900,,,2017-01-28 14:11:44 +0900,false,心構え・生きる智慧,7,2
15496,離婚すべきなのか,"私は違和感を感じながら、彼と5年間の交際をし、昨年の、11月に入籍しました。

彼はとてもしっかりしており尊敬でき、付き合う当初には、一緒に精神的に大人になっていこうと約束しました。
しかし私は、上手くいかないことを他人のせいにしてしまう癖が直せず、心が子供のままでした。さらに、仕事もうまくいかず鬱状態になりました。

彼と付き合い続け、結婚に至ったのですが、結婚後に、「自分が鬱状態になったのは彼と付き合っていて、自分に無理をさせているからではないか。今後もこの状態が続くのか」と思うようになり、今後の人生が不安になりました。

しかし、彼が注意するのは、品よく喋って欲しい等極一般的と思われることです。これを直さなければ人の中で生きていけないのでわないか、と思っています。これが私を苦しめているのでしょうか。直そうと前向きに考えれば苦しまないのでしょうか？

自分の意思で決断してこなかったことが全ての原因と思って反省しています。今回は私の判断で責任をもって結婚生活を続けていきたいと思っています。
ネットでは結婚で違和感を感じた人とは離婚すべきとありますが、離婚をすべきでないと理性的に思っています。直感を信じて生きた方がいいとネットではいいますが、直感で生きたら我儘な自分になってしまうのではないかと思っています。そのため、しっかりしている旦那を選んでここまで付き合ってきました。
あのとき「違和感を感じた」「結婚して自分が出せない」という思いを捨てたいです。
旦那の理想を追うのではなく、自分で積極的に良い生活を目指して、それが、旦那の理想と一致していくのが理想です。
そして、現実をみて、結婚に幸せを感じたいです。
幸せを感じないと、旦那さまを幸せに出来ないと思っていますし、鬱になったり、いずれ結婚生活が破綻してしまうと思うからです。

自分を出しながら、相手を幸せにして、愛を育てていきたいです。

どのような気持ちで生活していけばいいのでしょうか？
このような結婚は自分を苦しめるだけなのでしょうか？",2017-01-28 10:51:13 +0900,2017-10-11 20:47:23 +0900,,,2017-01-28 12:38:32 +0900,false,生きる意味,10,1
